restaurant_id,name,category,price_tier,neighborhood,opening_hours,closing_hours,good_for_kids
965,"Cronin, Thiel and Weber",Bulgarian,Expensive,Forest Hills,9:00,22:00,FALSE
966,Ferry Group,Tajik,Expensive,Midtown,9:00,22:00,TRUE
967,Schuster Group,Georgian,Medium,Woodside,9:00,22:00,FALSE
968,Kohler-Graham,Lebanese,Expensive,Woodside,9:00,22:00,TRUE
969,"Ritchie, Tromp and Lind",Emirati,Medium,Battery Park City,9:00,22:00,TRUE
970,Maggio-Hilll,Slovenian,Expensive,Sutton Place,9:00,22:00,TRUE
971,Zboncak-Dickens,South African,Medium,NoHo,9:00,22:00,TRUE
972,Gutkowski-Bogisich,Icelandic,Medium,Ridgewood,9:00,22:00,TRUE
973,Botsford LLC,Hungarian,Expensive,Jamaica,9:00,22:00,TRUE
974,Collier-Blanda,Omani,Expensive,Jackson Heights,9:00,22:00,TRUE
975,Donnelly Group,Polish,Cheap,Sunnyside,9:00,22:00,TRUE
976,Lehner-Wisozk,Mongolian,Medium,Harlem,9:00,22:00,FALSE
977,Schinner-Thiel,Lithuanian,Expensive,Flatbush,9:00,22:00,TRUE
978,Beer and Sons,Omani,Cheap,Flatbush,9:00,22:00,FALSE
979,Hermiston-Boehm,Indonesian,Cheap,Astoria,9:00,22:00,FALSE
980,Reilly-Feil,Italian,Cheap,Washington Heights,9:00,22:00,FALSE
981,Price-Will,Bulgarian,Medium,Tribeca,9:00,22:00,FALSE
982,Wolf-Keeling,Czech,Medium,Rego Park,9:00,22:00,TRUE
983,Sanford LLC,Czech,Medium,Bay Ridge,9:00,22:00,FALSE
984,Robel LLC,Cuban,Expensive,Ridgewood,9:00,22:00,TRUE
985,Walker-Gerlach,Uzbek,Expensive,Jackson Heights,9:00,22:00,TRUE
986,Rutherford Inc,Slovak,Medium,Morningside Heights,9:00,22:00,FALSE
987,Kling-Fay,Iraqi,Medium,Lower Manhattan,9:00,22:00,TRUE
988,Wilderman-Schuppe,Danish,Expensive,Lower Manhattan,9:00,22:00,FALSE
989,Blick-Olson,Malaysian,Expensive,Bedford-Stuyvesant,9:00,22:00,TRUE
990,Rath Inc,Pakistani,Expensive,Upper West Side,9:00,22:00,TRUE
991,Cummerata Inc,Mexican,Cheap,East Harlem,9:00,22:00,TRUE
992,"Batz, Corwin and Beer",Romanian,Expensive,Hell's Kitchen,9:00,22:00,FALSE
993,Mohr-DuBuque,Austrian,Cheap,Chinatown,9:00,22:00,FALSE
994,Bartoletti-Klein,Qatari,Expensive,Financial District,9:00,22:00,FALSE
995,Spencer-Koepp,Japanese,Medium,Little Italy,9:00,22:00,FALSE
996,"Ferry, Bode and Casper",South African,Medium,Ridgewood,9:00,22:00,FALSE
997,Schiller Group,Mediterranean,Cheap,Chelsea,9:00,22:00,TRUE
998,Considine Inc,Slovak,Expensive,Battery Park City,9:00,22:00,FALSE
999,"Feest, Hirthe and Lemke",Hungarian,Medium,Williamsburg,9:00,22:00,TRUE
1000,Fadel-Torp,Indonesian,Expensive,Park Slope,9:00,22:00,FALSE
